system,ucl_id,operator_intid,operator_altid,operator_name,notes,initial_bikes,initial_size,curr_bikes,curr_size,created_dt,updated_dt,updated_dt_nonzerobikes,operator_status,operator_installflag,operator_lockflag,operator_tempflag,geometry
london,399,399,399,"Brick Lane Market, Shoreditch",NA,1,22,5,24,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.071654, 51.522618)"
london,400,400,400,"George Street, Marylebone",NA,14,27,19,26,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.154106, 51.517703)"
london,401,0,0,Columbia Road,Added from csv snapshot file s6a_201106,6,24,6,24,2011-06-29T15:40:02Z,2011-06-29T15:40:02Z,2011-06-29 15:40:02,NA,1,0,0,"c(-0.075375, 51.528187)"
london,402,402,402,"Penfold Street, Marylebone",NA,1,15,3,15,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.171682, 51.522892)"
london,403,403,403,"George Place Mews, Marylebone",NA,8,16,5,16,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.15825, 51.516893)"
london,404,404,404,"Palace Gate, Kensington Gardens",NA,3,17,12,13,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.1844, 51.502042)"
london,405,405,405,"Gloucester Road Station, South Kensington",NA,5,15,0,15,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:24:04,NA,1,0,0,"c(-0.182671, 51.494186)"
london,406,406,406,"Speakers' Corner 2, Hyde Park",NA,16,25,3,25,2015-05-05T14:22:01Z,2016-08-09T13:18:02Z,2016-08-09 13:18:02,NA,1,0,0,"c(-0.160785, 51.51222)"
london,408,0,0,"Marylebone Flyover, Paddington",Added from csv snapshot file s4_201108,0,40,22,40,2011-06-29T15:40:02Z,2011-11-29T17:01:06Z,2011-08-16 12:12:53,NA,1,0,0,"c(-0.170704, 51.519943)"
london,409,409,409,"Strata, Elephant &amp; Castle",NA,0,21,2,41,2015-05-21T15:06:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.099828, 51.493146)"
london,410,410,410,"Edgware Road Station, Marylebone",NA,13,64,3,64,2015-05-21T14:40:07Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.169774, 51.519968)"
london,411,411,411,"Walworth Road, Elephant &amp; Castle",NA,6,30,0,33,2015-05-21T15:06:02Z,2019-09-04T15:26:02Z,2019-09-04 15:02:02,NA,1,0,0,"c(-0.099681, 51.493373)"
london,412,412,412,"Cleaver Street, Kennington",NA,5,17,5,17,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.110121, 51.488105)"
london,419,419,419,"Chelsea Bridge, Pimlico",NA,2,15,8,15,2011-08-16T12:12:53Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.149004, 51.485821)"
london,420,420,420,"Southwark Station 1, Southwark",NA,23,37,1,37,2011-08-16T12:12:53Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.105312, 51.504043)"
london,421,421,421,"Southwark Station 2, Southwark",NA,16,45,3,45,2011-08-16T12:12:53Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.104778, 51.504044)"
london,423,423,423,"Eaton Square (South), Belgravia",NA,20,31,11,31,2011-11-29T17:01:06Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.153934, 51.494561)"
london,424,424,424,"Ebury Bridge, Pimlico",NA,10,29,7,29,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.149186, 51.490491)"
london,425,425,425,"Harrington Square 2, Camden Town",NA,10,38,3,38,2011-08-16T12:12:53Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.139159, 51.533379)"
london,426,426,426,"Vincent Street, Pimlico",NA,3,17,4,17,2011-08-16T12:12:53Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.129925, 51.493072)"
london,427,427,427,"Cheapside, Bank",NA,24,43,17,43,2011-08-16T12:12:53Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.09294, 51.513971)"
london,428,428,428,"Exhibition Road, Knightsbridge",NA,0,20,14,20,2015-01-12T21:14:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.174554, 51.499917)"
london,430,430,430,"South Parade, Chelsea",NA,12,18,7,18,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.17524, 51.48902)"
london,431,431,431,"Crinan Street, King's Cross",NA,3,20,17,20,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.122203, 51.534474)"
london,432,432,432,"Exhibition Road Museums, South Kensington",NA,18,22,9,22,2015-05-21T15:38:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.173894, 51.496957)"
london,433,433,433,"Wren Street, Holborn",NA,0,33,15,33,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.116279, 51.524564)"
london,435,435,435,"Kennington Station, Kennington",NA,5,23,0,23,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 13:36:01,NA,1,0,0,"c(-0.105593, 51.488852)"
london,436,436,436,"Red Lion Street, Holborn",NA,31,36,13,35,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.11655, 51.51824)"
london,437,437,437,"Vauxhall Walk, Vauxhall",NA,21,27,6,27,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.120903, 51.488124)"
london,439,439,439,"Killick Street, King's Cross",NA,7,22,8,22,2015-05-21T14:54:01Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.118677, 51.5338)"
london,440,440,440,"Kennington Oval, Oval",NA,12,33,4,33,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.113134, 51.483145)"
london,441,441,441,"Sail Street, Vauxhall",NA,15,24,1,24,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.114605, 51.495656)"
london,442,442,442,"Walmer Road, Avondale",NA,5,24,0,0,2015-05-21T15:40:07Z,2019-08-27T12:36:02Z,2019-08-08 08:48:01,NA,1,1,0,"c(-0.211358, 51.510101)"
london,443,443,443,"Philpot Street, Whitechapel",NA,11,30,5,30,2013-07-09T11:26:09Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.058641, 51.515256)"
london,444,444,444,"Bethnal Green Garden, Bethnal Green",NA,3,24,3,24,2015-05-21T15:00:01Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.055312, 51.52568)"
london,445,445,445,"Cheshire Street, Bethnal Green",NA,0,28,4,28,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.065076, 51.52388)"
london,446,446,446,"York Hall, Bethnal Green",NA,1,27,12,27,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.055894, 51.528936)"
london,447,447,447,"Jubilee Crescent, Cubitt Town",NA,13,54,5,54,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.007542, 51.493381)"
london,448,448,448,"Fisherman's Walk West, Canary Wharf",NA,31,36,31,36,2015-05-21T14:58:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.02296, 51.50623)"
london,449,449,449,"Shadwell Station, Shadwell",NA,9,35,4,35,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.057159, 51.511088)"
london,450,450,450,"Jubilee Street, Stepney",NA,11,28,10,28,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.053177, 51.515975)"
london,451,451,451,"Hermitage Court, Wapping",NA,2,16,6,16,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.063531, 51.504719)"
london,452,452,452,"St Katharines Way, Tower",NA,2,24,15,24,2012-03-12T11:20:17Z,2015-05-21T15:02:01Z,2015-05-21 15:02:01,NA,1,0,0,"c(-0.070542, 51.505697)"
london,453,453,453,"Garnet Street, Shadwell",NA,1,24,5,24,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.055167, 51.508447)"
london,454,454,454,"Napier Avenue, Millwall",NA,12,20,20,20,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.021582, 51.487679)"
london,455,455,455,"East Ferry Road, Cubitt Town",NA,8,17,16,17,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.014409, 51.49447)"
london,456,456,456,"Parkway, Camden Town",NA,13,33,4,33,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.144664, 51.538071)"
london,457,457,457,"Castlehaven Road, Camden Town",NA,8,29,5,29,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.145393, 51.542138)"
london,458,0,0,"Wapping Lane 2, Wapping",Added from csv snapshot file s3_201203,14,28,14,28,2012-03-12T11:20:17Z,2012-03-12T11:20:17Z,2012-03-12 11:20:17,NA,1,0,0,"c(-0.057544, 51.504749)"
london,459,459,459,"Gun Makers Lane, Old Ford",NA,5,17,1,17,2012-03-12T11:20:17Z,2015-05-21T15:02:01Z,2015-05-21 15:02:01,NA,1,0,0,"c(-0.03338, 51.535179)"
london,460,460,460,"Burdett Road, Mile End",NA,20,33,10,33,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.029138, 51.516196)"
london,461,461,461,"Aston Street, Stepney",NA,19,26,10,26,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,1,"c(-0.038775, 51.516)"
london,462,462,462,"Bonny Street, Camden Town",NA,0,45,4,45,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.138853, 51.541603)"
london,463,463,463,"Thurtle Road, Haggerston",NA,6,22,8,22,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.071881, 51.534776)"
london,464,464,464,"St. Mary &amp; St. Michael Church, Stepney",NA,15,25,6,25,2015-05-21T15:00:01Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.052099, 51.51417)"
london,465,465,465,"Pitfield Street (North),Hoxton",NA,1,28,17,28,2013-07-09T11:26:09Z,2015-05-21T14:52:01Z,2015-05-21 14:52:01,NA,1,0,0,"c(-0.08249, 51.53558)"
london,466,466,466,"Whiston Road, Haggerston",NA,5,21,2,21,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.076341, 51.534464)"
london,467,467,467,"Southern Grove, Bow",NA,10,17,2,17,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.030556, 51.523538)"
london,468,468,468,"Cantrell Road, Bow",NA,17,24,15,24,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.022694, 51.521564)"
london,469,469,469,"Lindfield Street, Poplar",NA,29,44,24,44,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.020467, 51.513757)"
london,470,470,470,"Mostyn Grove, Bow",NA,5,46,2,46,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.025492, 51.530535)"
london,471,471,471,"Hewison Street, Old Ford",NA,8,19,9,19,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.028155, 51.533283)"
london,472,472,472,"Malmesbury Road, Bow",NA,11,21,2,21,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.027616, 51.529452)"
london,473,473,473,"Millharbour, Millwall",NA,9,19,17,19,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.019355, 51.496137)"
london,474,474,474,"Castalia Square, Cubitt Town",NA,17,39,0,0,2012-03-12T11:20:17Z,2019-07-29T11:32:02Z,2019-07-29 09:38:01,NA,1,0,0,"c(-0.011457, 51.498125)"
london,475,475,475,"Lightermans Road, Millwall",NA,34,57,10,31,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.020157, 51.499041)"
london,476,476,476,"Stebondale Street, Cubitt Town",NA,8,29,26,29,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.009205, 51.489096)"
london,477,477,477,"Spindrift Avenue, Millwall",NA,16,36,16,36,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.018716, 51.49109)"
london,478,478,478,"Stepney Green Station, Stepney",NA,4,18,3,21,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.04667, 51.521889)"
london,479,479,479,"Pott Street, Bethnal Green",NA,2,20,0,20,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 13:06:02,NA,1,0,0,"c(-0.058005, 51.527152)"
london,480,480,480,"Flamborough Street, Limehouse",NA,12,25,9,25,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.038987, 51.512871)"
london,481,481,481,"Saunders Ness Road, Cubitt Town",NA,13,35,32,35,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.009001, 51.487129)"
london,482,482,482,"Thornfield House, Poplar",NA,15,26,0,26,2012-03-12T11:20:17Z,2018-08-14T10:46:03Z,2018-08-10 11:30:03,NA,0,0,0,"c(-0.02377, 51.509843)"
london,483,483,483,"Albert Gardens, Stepney",NA,6,33,5,33,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.047784, 51.51328)"
london,484,484,484,"Bromley High Street, Bow",NA,10,24,22,24,2015-05-21T15:04:01Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.013258, 51.528828)"
london,485,485,485,"Old Ford Road, Bethnal Green",NA,14,24,2,24,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.048017, 51.531127)"
london,486,486,486,"Granby Street, Shoreditch",NA,0,37,2,37,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.069543, 51.525645)"
london,487,487,487,"Canton Street, Poplar",NA,8,23,10,23,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.025626, 51.511811)"
london,488,488,488,"Reardon Street, Wapping",NA,8,22,11,22,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.058681, 51.506946)"
london,489,489,489,"Christian Street, Whitechapel",NA,1,34,7,34,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.064094, 51.513074)"
london,490,490,490,"Pennington Street, Wapping",NA,15,45,11,45,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.065006, 51.508622)"
london,491,491,491,"Queen Mary's, Mile End",NA,29,45,30,45,2015-05-21T15:00:01Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.041378, 51.522507)"
london,492,492,492,"The Green Bridge, Mile End",NA,31,63,20,63,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.03562, 51.524677)"
london,494,494,494,"South Quay East, Canary Wharf",NA,17,36,8,36,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.016251, 51.50196)"
london,495,495,495,"Bow Church Station, Bow",NA,16,39,22,39,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.018703, 51.528169)"
london,496,496,496,"Devons Road, Bow",NA,34,39,32,39,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.015578, 51.52512)"
london,497,497,497,"Merchant Street, Bow",NA,0,27,0,27,2016-06-21T09:14:02Z,2019-07-08T10:06:02Z,2019-07-08 08:14:02,NA,1,0,0,"c(-0.027468, 51.526177)"
london,498,498,498,"Bow Road Station, Bow",NA,10,42,4,41,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.025296, 51.527058)"
london,499,499,499,"Furze Green, Bow",NA,26,36,19,36,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.021345, 51.519265)"
london,500,500,500,"Ansell House, Stepney",NA,20,41,7,41,2016-04-15T11:56:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.055731, 51.519806)"
london,501,501,501,"Cephas Street, Bethnal Green",NA,7,24,2,24,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.054883, 51.522561)"
london,502002,0,0,"Bonner Gate, Victoria Park",NA,0,21,0,21,2019-08-01T11:10:02Z,2019-09-04T15:26:02Z,2019-09-04 15:12:02,NA,1,0,0,"c(-0.049592, 51.53341)"
london,502001,502,502,"South Quay West, Canary Wharf",NA,25,60,0,0,2012-03-12T11:20:17Z,2015-08-23T19:46:02Z,2015-08-23 19:46:02,NA,1,0,0,"c(-0.022702, 51.502635)"
london,503,503,503,"Cleveland Way, Bethnal Green",NA,16,36,7,36,2013-07-09T11:26:09Z,2015-05-21T14:58:02Z,2015-05-21 14:58:02,NA,1,0,0,"c(-0.051394, 51.520893)"
london,504,504,504,"St John's Park, Cubitt Town",NA,13,30,12,30,2012-03-12T11:20:17Z,2015-05-21T15:00:01Z,2015-05-21 15:00:01,NA,1,0,0,"c(-0.009506, 51.496454)"
london,505,505,505,"Ackroyd Drive, Bow",NA,7,29,0,29,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:22:03,NA,1,0,0,"c(-0.026768, 51.520398)"
london,506,506,506,"Bell Lane, Liverpool Street",NA,4,23,10,23,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.075855, 51.517475)"
london,507,507,507,"Clarkson Street, Bethnal Green",NA,2,31,3,31,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.059091, 51.528692)"
london,508,508,508,"Fournier Street, Whitechapel",NA,2,18,17,18,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.074431, 51.519362)"
london,509,0,0,"Fore Street Avenue, Guildhall",Added from csv snapshot file s3_201203,16,19,16,19,2012-03-12T11:20:17Z,2012-03-12T11:20:17Z,2012-03-12 11:20:17,NA,1,0,0,"c(-0.090075, 51.517842)"
london,510,510,510,"Westferry DLR, Limehouse",NA,32,41,18,41,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.025996, 51.509303)"
london,511,511,511,"Sutton Street, Shadwell",NA,9,33,11,33,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.053558, 51.511066)"
london,512,512,512,"Pritchard's Road, Bethnal Green",NA,0,30,4,30,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.06142, 51.532091)"
london,513,513,513,"Watney Market, Stepney",NA,5,51,9,51,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.055656, 51.514223)"
london,514,514,514,"Portman Square, Marylebone",NA,10,17,8,17,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.155525, 51.516204)"
london,515,515,515,"Russell Gardens, Holland Park",NA,5,24,5,24,2012-03-12T11:20:17Z,2015-05-21T15:38:02Z,2015-05-21 15:38:02,NA,1,0,0,"c(-0.211316, 51.500088)"
london,516,516,516,"Chrisp Street Market, Poplar",NA,10,18,16,18,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.014438, 51.5112)"
london,517,517,517,"Ford Road, Old Ford",NA,13,18,5,17,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.033085, 51.532513)"
london,518,518,518,"Antill Road, Mile End",NA,15,30,1,30,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.037471, 51.528224)"
london,519,519,519,"Teviot Street, Poplar",NA,15,33,33,33,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.011662, 51.518811)"
london,520,520,520,"Bancroft Road, Bethnal Green",NA,11,21,0,21,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 14:48:02,NA,1,0,0,"c(-0.047218, 51.526041)"
london,521,521,521,"Driffield Road, Old Ford",NA,7,19,1,19,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.037366, 51.534137)"
london,522,522,522,"Clinton Road, Mile End",NA,21,36,7,36,2013-07-09T11:26:09Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.036017, 51.525941)"
london,523,523,523,"Langdon Park, Poplar",NA,16,24,23,24,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.013475, 51.51549)"
london,524,524,524,"Lancaster Gate , Bayswater",NA,0,38,0,38,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:20:03,NA,1,0,0,"c(-0.179668, 51.511654)"
london,525,525,525,"Churchill Place, Canary Wharf",NA,8,18,0,0,2012-03-12T11:20:17Z,2015-06-01T02:16:07Z,2015-06-01 02:16:07,NA,1,0,0,"c(-0.014293, 51.504714)"
london,526,526,526,"Lancaster Drive, Blackwall",NA,18,27,9,27,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.008428, 51.503143)"
london,527,527,527,"Hansard Mews, Holland Park",NA,8,20,4,20,2015-05-21T15:38:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.215808, 51.503802)"
london,528,528,528,"Clarges Street, Mayfair",NA,16,16,0,0,2015-05-21T14:46:02Z,2019-09-04T08:26:02Z,2019-09-04 08:08:02,NA,1,0,0,"c(-0.145827, 51.507326)"
london,529,529,529,"Manresa Road, Chelsea",NA,10,18,16,18,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.170983, 51.486892)"
london,530,530,530,"Newby Place, Poplar",NA,11,18,17,18,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.012413, 51.508896)"
london,531,531,531,"Twig Folly Bridge, Mile End",NA,1,21,2,21,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.042744, 51.530326)"
london,532,532,532,"Jubilee Plaza, Canary Wharf",NA,31,63,41,63,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.020068, 51.50357)"
london,533,533,533,"Wellington Row, Bethnal Green",NA,4,33,0,33,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 11:20:03,NA,1,0,0,"c(-0.069743, 51.528222)"
london,534,534,534,"Goldsmith's Row, Haggerston",NA,1,27,10,27,2015-05-21T14:58:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.066035, 51.531864)"
london,535,535,535,"Gloucester Avenue, Camden Town",NA,1,24,2,24,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.147154, 51.537349)"
london,536,536,536,"Queensbridge Road, Haggerston",NA,4,35,9,35,2013-07-09T11:26:09Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.06992, 51.53385)"
london,537,537,537,"Old Montague Street, Whitechapel",NA,6,18,0,18,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 14:50:03,NA,1,0,0,"c(-0.067937, 51.51793)"
london,538,538,538,"Naval Row, Blackwall",NA,17,21,20,21,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.00699, 51.508981)"
london,539,539,539,"Hoxton Station, Haggerston",NA,3,22,0,22,2012-03-12T11:20:17Z,2015-05-21T14:54:01Z,2015-05-21 14:54:01,NA,1,0,0,"c(-0.075901, 51.531091)"
london,540,540,540,"Albany Street, Regent's Park",NA,13,27,6,27,2012-03-12T11:20:17Z,2015-05-21T14:50:02Z,2015-05-21 14:50:02,NA,1,0,0,"c(-0.144466, 51.528302)"
london,541,541,541,"Green Park Station, Mayfair",NA,26,28,20,28,2015-05-21T13:50:01Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.142844, 51.506613)"
london,542,542,542,"Salmon Lane, Limehouse",NA,20,33,22,33,2012-03-12T11:20:17Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.033828, 51.514115)"
london,543,543,543,"Lansdowne Walk, Ladbroke Grove",NA,7,21,5,21,2015-05-21T15:40:07Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.204666, 51.509591)"
